race_id,modele,cheval,cote,cote_cloture,ev,mise,date_detection,resultat,gain_euros
11082026_5_6,v1.4,MAYA DE LA FYE,9.2,,0.3365053182398028,6.72,2026-08-11T19:01:03.064917+00:00,PERDANT,-6.72
11082026_5_6,v14sire,MAYA DE LA FYE,9.2,,0.2647599537055838,3.99,2026-08-11T19:01:03.064917+00:00,PERDANT,-3.99
11082026_5_6,v1.5,MAJESTE DE TILLARD,6.7,,0.6177474934872085,12.19,2026-08-11T19:01:03.064917+00:00,PERDANT,-12.19
11082026_5_6,v1.5,MARITZA DU PERCHE,10.0,,0.19032069598506873,2.38,2026-08-11T19:01:03.064917+00:00,PERDANT,-2.38
11082026_5_6,v1.5,MAYA DE LA FYE,9.2,,0.6196271642426328,8.5,2026-08-11T19:01:03.064917+00:00,PERDANT,-8.50
11082026_5_6,v1.5,MERVEILLE,20.0,,0.28393658488681095,1.68,2026-08-11T19:01:03.064917+00:00,PERDANT,-1.68
11082026_5_6,v1.8,MAJESTE DE TILLARD,6.7,,0.41694278242002447,4.17,2026-08-11T19:01:03.064917+00:00,PERDANT,-4.17
11082026_5_6,v1.8,MAYA DE LA FYE,9.2,,0.40303524551277725,2.8,2026-08-11T19:01:03.064917+00:00,PERDANT,-2.80
11082026_5_6,v1.10,MAJESTE DE TILLARD,6.7,,0.4531623056226213,5.17,2026-08-11T19:01:03.064917+00:00,PERDANT,-5.17
11082026_5_6,v1.10,MAYA DE LA FYE,9.2,,0.4398519801410856,3.49,2026-08-11T19:01:03.064917+00:00,PERDANT,-3.49
11082026_5_6,place,MAISY DU DONJON,,,,10,2026-08-11T19:01:03.064917+00:00,NON_PLACE,-10.00
11082026_5_6,2sur4,MAISY DU DONJON|MAJESTE DE TILLARD,,,,10,2026-08-11T19:01:03.064917+00:00,PERDANT,-10.00
11082026_5_6,trio,MAISY DU DONJON|MAJESTE DE TILLARD|MAYA DE LA FYE,,,,10,2026-08-11T19:01:03.064917+00:00,PERDANT,-10.00
11082026_5_6,multi,MAISY DU DONJON|MAJESTE DE TILLARD|MAYA DE LA FYE|MARITZA DU PERCHE,,,,10,2026-08-11T19:01:03.064917+00:00,PERDANT,-10.00
11082026_5_7,v1.4,NANCY ANGANO,13.0,,0.43966909505226415,6.08,2026-08-11T19:36:24.703689+00:00,PERDANT,-6.08
11082026_5_7,v1.5,NANCY ANGANO,13.0,,0.7809227280832804,7.48,2026-08-11T19:36:24.703689+00:00,PERDANT,-7.48
11082026_5_7,v1.5,NOVENA D'OURVILLE,4.4,,0.17665194927747851,5.97,2026-08-11T19:36:24.703689+00:00,PERDANT,-5.97
11082026_5_7,v1.8,NANCY ANGANO,13.0,,0.2822493529302841,2.78,2026-08-11T19:36:24.703689+00:00,PERDANT,-2.78
11082026_5_7,v1.10,NANCY ANGANO,13.0,,0.23495763434112638,2.63,2026-08-11T19:36:24.703689+00:00,PERDANT,-2.63
11082026_5_7,place,NOVENA D'OURVILLE,,,,10,2026-08-11T19:36:24.703689+00:00,NON_PLACE,-10.00
11082026_5_7,2sur4,NOVENA D'OURVILLE|NANCY ANGANO,,,,10,2026-08-11T19:36:24.703689+00:00,PERDANT,-10.00
11082026_5_7,trio,NOVENA D'OURVILLE|NANCY ANGANO|NOTTINGHAM PLACE,,,,10,2026-08-11T19:36:24.703689+00:00,PERDANT,-10.00
11082026_5_7,multi,NOVENA D'OURVILLE|NANCY ANGANO|NOTTINGHAM PLACE|NABUCCO DES DUNES,,,,10,2026-08-11T19:36:24.703689+00:00,PERDANT,-10.00
11082026_5_8,v1.4,MADISON APPLE,33.0,,1.1373526985322222,5.83,2026-08-11T20:00:58.736945+00:00,PERDANT,-5.83
11082026_5_8,v1.4,MY WAY PIYA,3.7,,0.16745192153077393,10.18,2026-08-11T20:00:58.736945+00:00,PERDANT,-10.18
11082026_5_8,v1.4,MADO D'AVRIL,4.2,,0.20555885778024696,10.54,2026-08-11T20:00:58.736945+00:00,PERDANT,-10.54
11082026_5_8,v1.4,MA JOLIE CHOSE,9.9,,0.24423942016287237,4.5,2026-08-11T20:00:58.736945+00:00,GAGNANT,40.05
11082026_5_8,v14sire,MADO D'AVRIL,4.2,,0.149166570020149,5.65,2026-08-11T20:00:58.736945+00:00,PERDANT,-5.65
11082026_5_8,v14sire,MA JOLIE CHOSE,9.9,,0.17294784651792927,2.35,2026-08-11T20:00:58.736945+00:00,GAGNANT,20.92
11082026_5_8,v1.5,MADISON APPLE,33.0,,1.9377281035457976,6.81,2026-08-11T20:00:58.736945+00:00,PERDANT,-6.81
11082026_5_8,v1.5,MY WAY PIYA,3.7,,0.3377070828298796,14.06,2026-08-11T20:00:58.736945+00:00,PERDANT,-14.06
11082026_5_8,v1.5,MISS MOON,21.0,,0.45905273575887273,2.58,2026-08-11T20:00:58.736945+00:00,PERDANT,-2.58
11082026_5_8,v1.5,MADO D'AVRIL,4.2,,0.40392280738626285,14.19,2026-08-11T20:00:58.736945+00:00,PERDANT,-14.19
11082026_5_8,v1.5,MA TIOTE VICTOIRE,10.0,,0.16835443034081599,2.1,2026-08-11T20:00:58.736945+00:00,PERDANT,-2.10
11082026_5_8,v1.5,MA JOLIE CHOSE,9.9,,0.5044359232778748,6.37,2026-08-11T20:00:58.736945+00:00,GAGNANT,56.69
11082026_5_8,v1.5,MANOUCH DE HOUELLE,17.0,,0.24521418709829335,1.72,2026-08-11T20:00:58.736945+00:00,PERDANT,-1.72
11082026_5_8,v1.5,MANON BLONDE,8.9,,0.2918574037698749,4.15,2026-08-11T20:00:58.736945+00:00,PERDANT,-4.15
11082026_5_8,v1.8,MADISON APPLE,33.0,,1.8216611996802348,3.34,2026-08-11T20:00:58.736945+00:00,PERDANT,-3.34
11082026_5_8,v1.8,MY WAY PIYA,3.7,,0.2822050573705581,6.14,2026-08-11T20:00:58.736945+00:00,PERDANT,-6.14
11082026_5_8,v1.8,MADO D'AVRIL,4.2,,0.4806756555704397,17.64,2026-08-11T20:00:58.736945+00:00,PERDANT,-17.64
11082026_5_8,v1.8,MA JOLIE CHOSE,9.9,,0.48797111518384306,3.22,2026-08-11T20:00:58.736945+00:00,GAGNANT,28.66
11082026_5_8,v1.8,MANON BLONDE,8.9,,0.23216161236095156,1.73,2026-08-11T20:00:58.736945+00:00,PERDANT,-1.73
11082026_5_8,v1.10,MADISON APPLE,33.0,,1.9017115189097837,3.96,2026-08-11T20:00:58.736945+00:00,PERDANT,-3.96
11082026_5_8,v1.10,MY WAY PIYA,3.7,,0.2700426004978176,6.67,2026-08-11T20:00:58.736945+00:00,PERDANT,-6.67
11082026_5_8,v1.10,MISS MOON,21.0,,0.4851248312033809,1.62,2026-08-11T20:00:58.736945+00:00,PERDANT,-1.62
11082026_5_8,v1.10,MADO D'AVRIL,4.2,,0.5263822374091465,20,2026-08-11T20:00:58.736945+00:00,PERDANT,-20.00
11082026_5_8,v1.10,MA JOLIE CHOSE,9.9,,0.4955582387522275,3.71,2026-08-11T20:00:58.736945+00:00,GAGNANT,33.02
11082026_5_8,v1.10,MANON BLONDE,8.9,,0.23838310690445952,2.01,2026-08-11T20:00:58.736945+00:00,PERDANT,-2.01
11082026_5_8,place,MY WAY PIYA,,,,10,2026-08-11T20:00:58.736945+00:00,NON_PLACE,-10.00
11082026_5_8,2sur4,MY WAY PIYA|MADO D'AVRIL,2.50,,,10,2026-08-11T20:00:58.736945+00:00,GAGNANT,15.00
11082026_5_8,trio,MY WAY PIYA|MADO D'AVRIL|MA JOLIE CHOSE,,,,10,2026-08-11T20:00:58.736945+00:00,PERDANT,-10.00
11082026_5_8,multi,MY WAY PIYA|MADO D'AVRIL|MA JOLIE CHOSE|MANON BLONDE,40.50,,,10,2026-08-11T20:00:58.736945+00:00,GAGNANT,395.00
12082026_1_1,v1.4,NOBELL DALLAUCH,4.7,,0.2818076472782245,12.56,2026-08-12T11:48:23.910451+00:00,PERDANT,-12.56
12082026_1_1,v1.4,NEWTON DE L'AVRE,6.9,,0.38530495992781866,10.77,2026-08-12T11:48:23.910451+00:00,PERDANT,-10.77
12082026_1_1,v1.4,NERPRUN,11.0,,0.3101236817207318,5.11,2026-08-12T11:48:23.910451+00:00,PERDANT,-5.11
12082026_1_1,v14sire,NOBELL DALLAUCH,4.7,,0.2113499719884624,7.01,2026-08-12T11:48:23.910451+00:00,PERDANT,-7.01
12082026_1_1,v14sire,NOLIO DU BARBEY,13.0,,0.39076923896750904,3.99,2026-08-12T11:48:23.910451+00:00,PERDANT,-3.99
12082026_1_1,v14sire,NERPRUN,11.0,,0.24895696024872715,3.05,2026-08-12T11:48:23.910451+00:00,PERDANT,-3.05
12082026_1_1,v1.5,NOBELL DALLAUCH,4.7,,0.4514806112351457,13.69,2026-08-12T11:48:23.910451+00:00,PERDANT,-13.69
12082026_1_1,v1.5,NEWTON DE L'AVRE,6.9,,0.6058780748402257,11.52,2026-08-12T11:48:23.910451+00:00,PERDANT,-11.52
12082026_1_1,v1.5,NINETY TWO,7.7,,0.14035469039658532,2.35,2026-08-12T11:48:23.910451+00:00,PERDANT,-2.35
12082026_1_1,v1.5,NERPRUN,11.0,,0.5398884554008163,6.06,2026-08-12T11:48:23.910451+00:00,PERDANT,-6.06
12082026_1_1,v1.8,NOBELL DALLAUCH,4.7,,0.3758085102302775,11.9,2026-08-12T11:48:23.910451+00:00,PERDANT,-11.90
12082026_1_1,v1.8,NEWTON DE L'AVRE,6.9,,0.50975512562706,10.12,2026-08-12T11:48:23.910451+00:00,PERDANT,-10.12
12082026_1_1,v1.8,NERPRUN,11.0,,0.4908067068977877,5.75,2026-08-12T11:48:23.910451+00:00,PERDANT,-5.75
12082026_1_1,v1.10,NOBELL DALLAUCH,4.7,,0.42173033866855003,15.16,2026-08-12T11:48:23.910451+00:00,PERDANT,-15.16
12082026_1_1,v1.10,NEWTON DE L'AVRE,6.9,,0.5701956011213938,12.85,2026-08-12T11:48:23.910451+00:00,PERDANT,-12.85
12082026_1_1,v1.10,NINETY TWO,7.7,,0.13139029429695404,2.61,2026-08-12T11:48:23.910451+00:00,PERDANT,-2.61
12082026_1_1,v1.10,NERPRUN,11.0,,0.5810213919639231,7.73,2026-08-12T11:48:23.910451+00:00,PERDANT,-7.73
12082026_1_1,place,NOBELL DALLAUCH,,,,10,2026-08-12T11:48:23.910451+00:00,NON_PLACE,-10.00
12082026_1_1,2sur4,NOBELL DALLAUCH|NEWTON DE L'AVRE,,,,10,2026-08-12T11:48:23.910451+00:00,PERDANT,-10.00
12082026_1_1,trio,NOBELL DALLAUCH|NEWTON DE L'AVRE|NINETY TWO,,,,10,2026-08-12T11:48:23.910451+00:00,PERDANT,-10.00
12082026_1_1,multi,NOBELL DALLAUCH|NEWTON DE L'AVRE|NINETY TWO|NERPRUN,,,,10,2026-08-12T11:48:23.910451+00:00,PERDANT,-10.00
12082026_1_2,v1.4,MYLEY ELDE,18.0,,0.24704579536477,2.4,2026-08-12T12:24:30.591212+00:00,PERDANT,-2.40
12082026_1_2,v1.4,MEGINO,10.0,,0.26355605151469264,4.83,2026-08-12T12:24:30.591212+00:00,PERDANT,-4.83
12082026_1_2,v1.5,MEDICI DE BUSSET,3.6,,0.14148357066405315,6.1,2026-08-12T12:24:30.591212+00:00,PERDANT,-6.10
12082026_1_2,v1.5,MIGUEL DE LOU,13.0,,0.16562437919043593,1.55,2026-08-12T12:24:30.591212+00:00,PERDANT,-1.55
12082026_1_2,v1.5,MYLEY ELDE,18.0,,0.4839311799219115,3.19,2026-08-12T12:24:30.591212+00:00,PERDANT,-3.19
12082026_1_2,v1.5,MEGINO,10.0,,0.4708202915089954,5.87,2026-08-12T12:24:30.591212+00:00,PERDANT,-5.87
12082026_1_2,v1.5,MAJON,11.0,,0.21967189353570804,2.46,2026-08-12T12:24:30.591212+00:00,GAGNANT,24.60
12082026_1_2,v1.5,MISTER MOUROTAIS,4.1,,0.15015733635162598,5.43,2026-08-12T12:24:30.591212+00:00,PERDANT,-5.43
12082026_1_2,v1.5,MACBETH,16.0,,0.20253464804731913,1.51,2026-08-12T12:24:30.591212+00:00,PERDANT,-1.51
12082026_1_2,v1.8,MEGINO,10.0,,0.2025968941857359,2.64,2026-08-12T12:24:30.591212+00:00,PERDANT,-2.64
12082026_1_2,v1.10,MEGINO,10.0,,0.2628184790366561,3.88,2026-08-12T12:24:30.591212+00:00,PERDANT,-3.88
12082026_1_2,place,MEDICI DE BUSSET,,,,10,2026-08-12T12:24:30.591212+00:00,NON_PLACE,-10.00
12082026_1_2,2sur4,MEDICI DE BUSSET|MISTER MOUROTAIS,,,,10,2026-08-12T12:24:30.591212+00:00,PERDANT,-10.00
12082026_1_2,trio,MEDICI DE BUSSET|MISTER MOUROTAIS|MEGINO,,,,10,2026-08-12T12:24:30.591212+00:00,PERDANT,-10.00
12082026_1_2,multi,MEDICI DE BUSSET|MISTER MOUROTAIS|MEGINO|MIGUEL DE LOU,,,,10,2026-08-12T12:24:30.591212+00:00,PERDANT,-10.00
12082026_4_1,v1.4,MIGNONNE DE PLAY,3.7,,0.11779428305440454,7.19,2026-08-12T12:36:24.696015+00:00,PERDANT,-7.19
12082026_4_1,v1.4,MISS DU CHASTANG,12.0,,1.418976277739099,20,2026-08-12T12:36:24.696015+00:00,PERDANT,-20.00
12082026_4_1,v1.4,MY MILLION GAGOU,6.1,,0.30118546893288767,9.74,2026-08-12T12:36:24.696015+00:00,PERDANT,-9.74
12082026_4_1,v14sire,MY MILLION GAGOU,6.1,,0.22869803908705788,5.5,2026-08-12T12:36:24.696015+00:00,PERDANT,-5.50
12082026_4_1,v1.5,MIGNONNE DE PLAY,3.7,,0.14645387914398533,6.08,2026-08-12T12:36:24.696015+00:00,PERDANT,-6.08
12082026_4_1,v1.5,MISS DU CHASTANG,12.0,,1.795377165500633,18.31,2026-08-12T12:36:24.696015+00:00,PERDANT,-18.31
12082026_4_1,v1.5,MY MILLION GAGOU,6.1,,0.3678552438010074,8.09,2026-08-12T12:36:24.696015+00:00,PERDANT,-8.09
12082026_4_1,v1.5,MAGICIEN D'OZ,4.2,,0.1293687208212988,4.54,2026-08-12T12:36:24.696015+00:00,PERDANT,-4.54
12082026_4_1,v1.8,MIGNONNE DE PLAY,3.7,,0.15791100187309182,3.43,2026-08-12T12:36:24.696015+00:00,PERDANT,-3.43
12082026_4_1,v1.8,MISS DU CHASTANG,12.0,,1.4216306790602062,15.14,2026-08-12T12:36:24.696015+00:00,PERDANT,-15.14
12082026_4_1,v1.8,MY MILLION GAGOU,6.1,,0.30094145474662426,6.91,2026-08-12T12:36:24.696015+00:00,PERDANT,-6.91
12082026_4_1,v1.8,MAGICIEN D'OZ,4.2,,0.11118490356804456,4.07,2026-08-12T12:36:24.696015+00:00,PERDANT,-4.07
12082026_4_1,v1.10,MY WAY ENJOY,11.0,,0.36658046900842445,2.44,2026-08-12T12:36:24.696015+00:00,PERDANT,-2.44
12082026_4_1,v1.10,MIGNONNE DE PLAY,3.7,,0.16948147237846567,4.17,2026-08-12T12:36:24.696015+00:00,PERDANT,-4.17
12082026_4_1,v1.10,MISS DU CHASTANG,12.0,,1.3914286771522768,16.82,2026-08-12T12:36:24.696015+00:00,PERDANT,-16.82
12082026_4_1,v1.10,MY MILLION GAGOU,6.1,,0.3436514028578428,8.96,2026-08-12T12:36:24.696015+00:00,PERDANT,-8.96
12082026_4_1,v1.10,MAGICIEN D'OZ,4.2,,0.17958982395205436,7.46,2026-08-12T12:36:24.696015+00:00,PERDANT,-7.46
12082026_4_1,v110favori,MIGNONNE DE PLAY,3.7,,0.16948147237846567,3.88,2026-08-12T12:36:24.696015+00:00,PERDANT,-3.88
12082026_4_1,place,MIGNONNE DE PLAY,,,,10,2026-08-12T12:36:24.696015+00:00,NON_PLACE,-10.00
12082026_4_1,2sur4,MIGNONNE DE PLAY|MAGICIEN D'OZ,,,,10,2026-08-12T12:36:24.696015+00:00,PERDANT,-10.00
12082026_4_1,trio,MIGNONNE DE PLAY|MAGICIEN D'OZ|MY MILLION GAGOU,,,,10,2026-08-12T12:36:24.696015+00:00,PERDANT,-10.00
12082026_4_1,multi,MIGNONNE DE PLAY|MAGICIEN D'OZ|MY MILLION GAGOU|MISS DU CHASTANG,,,,10,2026-08-12T12:36:24.696015+00:00,PERDANT,-10.00
12082026_1_3,v1.4,NUTTY DREAM,10.0,,0.24836536117901886,4.47,2026-08-12T12:48:34.472814+00:00,PERDANT,-4.47
12082026_1_3,v1.4,NOTRE FLIBUSTE,34.0,,1.1506904602104684,5.65,2026-08-12T12:48:34.472814+00:00,PERDANT,-5.65
12082026_1_3,v1.4,NEPTUNA,1.9,,0.15280450217860642,20,2026-08-12T12:48:34.472814+00:00,PERDANT,-20.00
12082026_1_3,v1.4,NIGHT DE REUX,4.4,,0.33509024212569494,15.97,2026-08-12T12:48:34.472814+00:00,GAGNANT,54.30
12082026_1_3,v14sire,NUTTY DREAM,10.0,,0.17688598641011577,2.38,2026-08-12T12:48:34.472814+00:00,PERDANT,-2.38
12082026_1_3,v14sire,NEPTUNA,1.9,,0.11779717045601457,15.87,2026-08-12T12:48:34.472814+00:00,PERDANT,-15.87
12082026_1_3,v14sire,NIGHT DE REUX,4.4,,0.2743847386475091,9.79,2026-08-12T12:48:34.472814+00:00,GAGNANT,33.29
12082026_1_3,v1.5,NUTTY DREAM,10.0,,0.44848986213069986,5.42,2026-08-12T12:48:34.472814+00:00,PERDANT,-5.42
12082026_1_3,v1.5,NOTRE FLIBUSTE,34.0,,1.8309438929678024,6.04,2026-08-12T12:48:34.472814+00:00,PERDANT,-6.04
12082026_1_3,v1.5,NEPTUNA,1.9,,0.24748490788587407,20,2026-08-12T12:48:34.472814+00:00,PERDANT,-20.00
12082026_1_3,v1.5,NOTRE HISTOIRE,15.0,,0.2111198299821173,1.64,2026-08-12T12:48:34.472814+00:00,PERDANT,-1.64
12082026_1_3,v1.5,NIGHT DE REUX,4.4,,0.5126134213408937,16.41,2026-08-12T12:48:34.472814+00:00,GAGNANT,55.79
12082026_1_3,v1.8,NUTTY DREAM,10.0,,0.42631271505197477,5.42,2026-08-12T12:48:34.472814+00:00,PERDANT,-5.42
12082026_1_3,v1.8,NOTRE FLIBUSTE,34.0,,1.556771296954063,5.4,2026-08-12T12:48:34.472814+00:00,PERDANT,-5.40
12082026_1_3,v1.8,NEPTUNA,1.9,,0.2212911813756675,20,2026-08-12T12:48:34.472814+00:00,PERDANT,-20.00
12082026_1_3,v1.8,NOTRE HISTOIRE,15.0,,0.21499708888411728,1.76,2026-08-12T12:48:34.472814+00:00,PERDANT,-1.76
12082026_1_3,v1.8,NIGHT DE REUX,4.4,,0.5008896533640486,16.85,2026-08-12T12:48:34.472814+00:00,GAGNANT,57.29
12082026_1_3,v1.10,NUTTY DREAM,10.0,,0.45076200911887865,6.47,2026-08-12T12:48:34.472814+00:00,PERDANT,-6.47
12082026_1_3,v1.10,NOVA DU FER,23.0,,0.2572146226300125,1.51,2026-08-12T12:48:34.472814+00:00,PERDANT,-1.51
12082026_1_3,v1.10,NOTRE FLIBUSTE,34.0,,1.6986172574872112,6.65,2026-08-12T12:48:34.472814+00:00,PERDANT,-6.65
12082026_1_3,v1.10,NEPTUNA,1.9,,0.24495517136852696,20,2026-08-12T12:48:34.472814+00:00,PERDANT,-20.00
12082026_1_3,v1.10,NOTRE HISTOIRE,15.0,,0.2408842340073012,2.22,2026-08-12T12:48:34.472814+00:00,PERDANT,-2.22
12082026_1_3,v1.10,NICE GRIFF,10.0,,0.13764585635551851,1.98,2026-08-12T12:48:34.472814+00:00,PERDANT,-1.98
12082026_1_3,v1.10,NIGHT DE REUX,4.4,,0.5451369806775865,20,2026-08-12T12:48:34.472814+00:00,GAGNANT,68.00
12082026_1_3,v110favori,NEPTUNA,1.9,,0.24495517136852696,20,2026-08-12T12:48:34.472814+00:00,PERDANT,-20.00
12082026_1_3,place,NEPTUNA,,,,10,2026-08-12T12:48:34.472814+00:00,NON_PLACE,-10.00
12082026_1_3,2sur4,NEPTUNA|NIGHT DE REUX,2.20,,,10,2026-08-12T12:48:34.472814+00:00,GAGNANT,12.00
12082026_1_3,trio,NEPTUNA|NIGHT DE REUX|NUTTY DREAM,,,,10,2026-08-12T12:48:34.472814+00:00,PERDANT,-10.00
12082026_1_3,multi,NEPTUNA|NIGHT DE REUX|NUTTY DREAM|NICE GRIFF,,,,10,2026-08-12T12:48:34.472814+00:00,PERDANT,-10.00
12082026_4_2,v1.4,NACRE DU VALLON,10.0,,0.2622201350368345,4.7,2026-08-12T13:12:35.068865+00:00,PERDANT,-4.70
12082026_4_2,v1.4,NORREY,7.9,,0.2017441775374722,4.72,2026-08-12T13:12:35.068865+00:00,PERDANT,-4.72
12082026_4_2,v1.5,NACRE DU VALLON,10.0,,0.3343763403614375,4.05,2026-08-12T13:12:35.068865+00:00,PERDANT,-4.05
12082026_4_2,v1.5,NORTHERN WAY,3.7,,0.10143619558569772,4.09,2026-08-12T13:12:35.068865+00:00,GAGNANT,11.04
12082026_4_2,v1.5,NORREY,7.9,,0.2545754449335522,4.02,2026-08-12T13:12:35.068865+00:00,PERDANT,-4.02
12082026_4_2,v1.8,NACRE DU VALLON,10.0,,0.426675040558514,5.41,2026-08-12T13:12:35.068865+00:00,PERDANT,-5.41
12082026_4_2,v1.8,NORTHERN WAY,3.7,,0.14540363878336549,6.15,2026-08-12T13:12:35.068865+00:00,GAGNANT,16.61
12082026_4_2,v1.8,NORREY,7.9,,0.3247050183476816,5.37,2026-08-12T13:12:35.068865+00:00,PERDANT,-5.37
12082026_4_2,v1.8,NEGUNDO,9.8,,0.12430854648806133,1.61,2026-08-12T13:12:35.068865+00:00,PERDANT,-1.61
12082026_4_2,v1.10,NACRE DU VALLON,10.0,,0.48650269847718075,6.96,2026-08-12T13:12:35.068865+00:00,PERDANT,-6.96
12082026_4_2,v1.10,NOMADO,2.5,,0.12325900237795695,10.58,2026-08-12T13:12:35.068865+00:00,PERDANT,-10.58
12082026_4_2,v1.10,NINA ERA,12.0,,0.1447451168814089,1.69,2026-08-12T13:12:35.068865+00:00,PERDANT,-1.69
12082026_4_2,v1.10,NORTHERN WAY,3.7,,0.20489891173617636,9.77,2026-08-12T13:12:35.068865+00:00,GAGNANT,26.38
12082026_4_2,v1.10,NORREY,7.9,,0.40558036185038593,7.57,2026-08-12T13:12:35.068865+00:00,PERDANT,-7.57
12082026_4_2,v1.10,NEGUNDO,9.8,,0.19698024839046502,2.88,2026-08-12T13:12:35.068865+00:00,PERDANT,-2.88
12082026_4_2,v110favori,NOMADO,2.5,,0.12325900237795695,10.16,2026-08-12T13:12:35.068865+00:00,PERDANT,-10.16
12082026_4_2,place,NOMADO,,,,10,2026-08-12T13:12:35.068865+00:00,NON_PLACE,-10.00
12082026_4_2,2sur4,NOMADO|NORTHERN WAY,,,,10,2026-08-12T13:12:35.068865+00:00,PERDANT,-10.00
12082026_4_2,trio,NOMADO|NORTHERN WAY|NORREY,,,,10,2026-08-12T13:12:35.068865+00:00,PERDANT,-10.00
12082026_1_4,v1.4,KOSY D'ERONVILLE,6.3,,0.36551969394857586,11.13,2026-08-12T13:24:24.086935+00:00,PERDANT,-11.13
12082026_1_4,v1.4,EL DORADO BAR,3.0,,0.26134771000609325,20,2026-08-12T13:24:24.086935+00:00,PERDANT,-20.00
12082026_1_4,v1.4,PURE STEEL,12.0,,0.21329569385693303,3.13,2026-08-12T13:24:24.086935+00:00,PERDANT,-3.13
12082026_1_4,v14sire,KOSY D'ERONVILLE,6.3,,0.31711431559371306,7.26,2026-08-12T13:24:24.086935+00:00,PERDANT,-7.26
12082026_1_4,v14sire,EL DORADO BAR,3.0,,0.2038276402243091,12.36,2026-08-12T13:24:24.086935+00:00,PERDANT,-12.36
12082026_1_4,v14sire,INTREPIDE TURGOT,16.0,,0.28655766488839474,2.32,2026-08-12T13:24:24.086935+00:00,PERDANT,-2.32
12082026_1_4,v14sire,EMPIRE AS,24.0,,0.36775083611843873,1.94,2026-08-12T13:24:24.086935+00:00,PERDANT,-1.94
12082026_1_4,v1.5,KOSY D'ERONVILLE,6.3,,0.5802731274448096,11.92,2026-08-12T13:24:24.086935+00:00,PERDANT,-11.92
12082026_1_4,v1.5,EL DORADO BAR,3.0,,0.4036492065478272,20,2026-08-12T13:24:24.086935+00:00,PERDANT,-20.00
12082026_1_4,v1.5,FASHION MONGER,4.2,,0.16243595596461224,5.53,2026-08-12T13:24:24.086935+00:00,GAGNANT,17.70
12082026_1_4,v1.5,INTREPIDE TURGOT,16.0,,0.25818396173068403,1.87,2026-08-12T13:24:24.086935+00:00,PERDANT,-1.87
12082026_1_4,v1.5,PURE STEEL,12.0,,0.4205805310804396,4.16,2026-08-12T13:24:24.086935+00:00,PERDANT,-4.16
12082026_1_4,v1.5,EMPIRE AS,24.0,,0.34832664392068247,1.65,2026-08-12T13:24:24.086935+00:00,PERDANT,-1.65
12082026_1_4,v1.8,KOSY D'ERONVILLE,6.3,,0.4458777278748798,4.8,2026-08-12T13:24:24.086935+00:00,PERDANT,-4.80
12082026_1_4,v1.8,EL DORADO BAR,3.0,,0.15916891678323863,9.08,2026-08-12T13:24:24.086935+00:00,PERDANT,-9.08
12082026_1_4,v1.10,KOSY D'ERONVILLE,6.3,,0.3915805025131147,4.76,2026-08-12T13:24:24.086935+00:00,PERDANT,-4.76
12082026_1_4,v1.10,EL DORADO BAR,3.0,,0.1427951590947183,9.2,2026-08-12T13:24:24.086935+00:00,PERDANT,-9.20
12082026_1_4,v1.10,PURE STEEL,12.0,,0.2637038496062918,1.54,2026-08-12T13:24:24.086935+00:00,PERDANT,-1.54
12082026_1_4,v110favori,EL DORADO BAR,3.0,,0.1427951590947183,8.82,2026-08-12T13:24:24.086935+00:00,PERDANT,-8.82
12082026_1_4,place,EL DORADO BAR,1.40,,,10,2026-08-12T13:24:24.086935+00:00,PLACE,4.00
12082026_1_4,2sur4,EL DORADO BAR|FASHION MONGER,1.10,,,10,2026-08-12T13:24:24.086935+00:00,GAGNANT,1.00
12082026_1_4,trio,EL DORADO BAR|FASHION MONGER|KOSY D'ERONVILLE,,,,10,2026-08-12T13:24:24.086935+00:00,PERDANT,-10.00
12082026_1_4,multi,EL DORADO BAR|FASHION MONGER|KOSY D'ERONVILLE|PURE STEEL,11.10,,,10,2026-08-12T13:24:24.086935+00:00,GAGNANT,101.00
12082026_4_3,v1.4,MONEYTIME DUCAMPUS,3.5,,0.11572843695586554,7.41,2026-08-12T13:48:26.495615+00:00,PERDANT,-7.41
12082026_4_3,v14sire,MELODIE D'HOULBEC,11.0,,0.4264288105118399,5.21,2026-08-12T13:48:26.495615+00:00,PERDANT,-5.21
12082026_4_3,v1.5,MONEYTIME DUCAMPUS,3.5,,0.1407426769757527,6.05,2026-08-12T13:48:26.495615+00:00,PERDANT,-6.05
12082026_4_3,v1.5,MAGELLAN FOR CLARA,6.3,,0.12018221123603978,2.44,2026-08-12T13:48:26.495615+00:00,GAGNANT,12.93
12082026_4_3,v1.8,MELODIE D'HOULBEC,11.0,,0.3640362876680845,2.07,2026-08-12T13:48:26.495615+00:00,PERDANT,-2.07
12082026_4_3,v1.8,MANILLE SOMOLLI,2.3,,0.13579766765151335,11.87,2026-08-12T13:48:26.495615+00:00,PERDANT,-11.87
12082026_4_3,v1.8,MONEYTIME DUCAMPUS,3.5,,0.20755400605318486,9.43,2026-08-12T13:48:26.495615+00:00,PERDANT,-9.43
12082026_4_3,v1.8,MAGELLAN FOR CLARA,6.3,,0.2942837259995481,3.16,2026-08-12T13:48:26.495615+00:00,GAGNANT,16.75
12082026_4_3,v1.10,MELODIE D'HOULBEC,11.0,,0.40108935624745445,2.56,2026-08-12T13:48:26.495615+00:00,PERDANT,-2.56
